Unique Junction ID,JCR ID,Latitude,Longitude,maid,male,female,high,medium,low,Peak/ Non-Peak,Weekday - Total Car,Weekday - Hatchback,Weekday - Sedan,Weekday -  SUV,City,Weekday - Sum,mean_maid,std_maid,mean_weekday_sum,std_weekday_sum
J8,JCR40,23.040284,72.56841999999999,2589.0,2119.0,470.0,185.0,1427.0,976.0,0.0,1440.0,540.0,495.0,405.0,Ahmedabad,28665.0,2881.8,92.59148988973021,63683.0,11073.66391037763
J8,JCR40,23.040284,72.56841999999999,2589.0,2119.0,470.0,185.0,1427.0,976.0,1.0,3150.0,1365.0,998.0,788.0,Ahmedabad,46464.0,2881.8,92.59148988973021,63683.0,5445.125903043932
J9,JCR41,23.067387,72.562563,122.0,97.0,25.0,8.0,37.0,77.0,0.0,4680.0,2070.0,1485.0,1125.0,Ahmedabad,72090.0,384.0,82.85167469641154,33149.5,12314.067322578678
J9,JCR41,23.067387,72.562563,122.0,97.0,25.0,8.0,37.0,77.0,1.0,7034.0,2729.0,2047.0,2257.0,Ahmedabad,93654.0,384.0,82.85167469641154,33149.5,19133.20286896577
J9,JCR42,23.068493,72.561623,106.0,79.0,27.0,2.0,34.0,70.0,0.0,1485.0,675.0,450.0,360.0,Ahmedabad,22050.0,384.0,87.91131895268094,33149.5,3509.9700889038927
J9,JCR42,23.068493,72.561623,106.0,79.0,27.0,2.0,34.0,70.0,1.0,1418.0,578.0,420.0,420.0,Ahmedabad,19374.0,384.0,87.91131895268094,33149.5,4356.195590764951
J9,JCR43,23.067644,72.56424100000001,968.0,858.0,110.0,23.0,665.0,280.0,0.0,1260.0,540.0,405.0,315.0,Ahmedabad,18720.0,384.0,184.67701535383335,33149.5,4563.008549739963
J9,JCR43,23.067644,72.56424100000001,968.0,858.0,110.0,23.0,665.0,280.0,1.0,1785.0,683.0,525.0,578.0,Ahmedabad,23942.0,384.0,184.67701535383335,33149.5,2911.667155600035
J9,JCR44,23.065828,72.563425,665.0,546.0,119.0,27.0,312.0,326.0,0.0,1035.0,450.0,360.0,225.0,Ahmedabad,16245.0,384.0,88.86000225073145,33149.5,5345.672270631637
J9,JCR44,23.065828,72.563425,665.0,546.0,119.0,27.0,312.0,326.0,1.0,2205.0,840.0,630.0,735.0,Ahmedabad,26141.0,384.0,88.86000225073145,33149.5,2216.2822981290087
J9,JCR45,23.066776,72.560464,59.0,50.0,9.0,2.0,16.0,41.0,0.0,900.0,405.0,270.0,225.0,Ahmedabad,15075.0,384.0,102.77402395547233,33149.5,5715.658756871337
J9,JCR45,23.066776,72.560464,59.0,50.0,9.0,2.0,16.0,41.0,1.0,1628.0,630.0,473.0,525.0,Ahmedabad,24204.0,384.0,102.77402395547233,33149.5,2828.8154809036237
J10,JCR46,23.081592999999998,72.61636899999999,46.0,39.0,7.0,0.0,32.0,14.0,0.0,3600.0,1755.0,900.0,945.0,Ahmedabad,38970.0,220.2,55.086876840133165,19311.5,6216.563538242009
J10,JCR46,23.081592999999998,72.61636899999999,46.0,39.0,7.0,0.0,32.0,14.0,1.0,9030.0,2782.0,3096.0,3149.0,Ahmedabad,57588.0,220.2,55.086876840133165,19311.5,12104.092085943497
J10,JCR47,23.080693,72.61699399999999,40.0,32.0,8.0,1.0,31.0,8.0,0.0,1125.0,630.0,270.0,225.0,Ahmedabad,13275.0,220.2,56.984243436234195,19311.5,1908.9089095606423
J10,JCR47,23.080693,72.61699399999999,40.0,32.0,8.0,1.0,31.0,8.0,1.0,2310.0,840.0,683.0,788.0,Ahmedabad,17164.0,220.2,56.984243436234195,19311.5,679.0991275211595
J10,JCR48,23.082529,72.617767,334.0,285.0,49.0,3.0,288.0,42.0,0.0,855.0,405.0,225.0,225.0,Ahmedabad,10485.0,220.2,35.986719772716164,19311.5,2791.18437674762
J10,JCR48,23.082529,72.617767,334.0,285.0,49.0,3.0,288.0,42.0,1.0,2100.0,578.0,788.0,735.0,Ahmedabad,14801.0,220.2,35.986719772716164,19311.5,1426.3453386189474
J10,JCR49,23.086793,72.630041,659.0,517.0,142.0,24.0,506.0,129.0,0.0,855.0,405.0,270.0,180.0,Ahmedabad,8055.0,220.2,138.7607437281885,19311.5,3559.617848168536
J10,JCR49,23.086793,72.630041,659.0,517.0,142.0,24.0,506.0,129.0,1.0,2205.0,630.0,735.0,840.0,Ahmedabad,12758.0,220.2,138.7607437281885,19311.5,2072.3986645913474
J10,JCR50,23.080733,72.614698,22.0,15.0,7.0,0.0,6.0,16.0,0.0,765.0,315.0,135.0,315.0,Ahmedabad,7155.0,220.2,62.67634322453728,19311.5,3844.2228375836903
J10,JCR50,23.080733,72.614698,22.0,15.0,7.0,0.0,6.0,16.0,1.0,2415.0,735.0,893.0,788.0,Ahmedabad,12864.0,220.2,62.67634322453728,19311.5,2038.8785213935626
J11,JCR51,23.068587,72.58171899999999,211.0,166.0,45.0,7.0,137.0,67.0,0.0,24165.0,3060.0,14445.0,6660.0,Ahmedabad,105975.0,595.8333333333334,111.0918142965705,38653.333333333336,19434.091186147125
J11,JCR51,23.068587,72.58171899999999,211.0,166.0,45.0,7.0,137.0,67.0,1.0,24464.0,2992.0,16012.0,5458.0,Ahmedabad,125941.0,595.8333333333334,111.0918142965705,38653.333333333336,25197.77892346716
J11,JCR52,23.069219,72.583563,95.0,76.0,19.0,1.0,49.0,45.0,0.0,9135.0,1575.0,5355.0,2205.0,Ahmedabad,36540.0,595.8333333333334,144.5781299095688,38653.333333333336,610.0667844437053
J11,JCR52,23.069219,72.583563,95.0,76.0,19.0,1.0,49.0,45.0,1.0,10500.0,1050.0,7088.0,2363.0,Ahmedabad,46727.0,595.8333333333334,144.5781299095688,38653.333333333336,2330.6668116736537
J11,JCR53,23.056959,72.58798399999999,1297.0,941.0,356.0,276.0,679.0,342.0,0.0,7560.0,630.0,4410.0,2520.0,Ahmedabad,28935.0,595.8333333333334,202.40938187339628,38653.333333333336,2805.4411830372574
J11,JCR53,23.056959,72.58798399999999,1297.0,941.0,356.0,276.0,679.0,342.0,1.0,7508.0,1260.0,5145.0,1103.0,Ahmedabad,32073.0,595.8333333333334,202.40938187339628,38653.333333333336,1899.5786106787345
J11,JCR54,23.068037,72.579267,1481.0,1159.0,322.0,84.0,813.0,584.0,0.0,2970.0,0.0,2295.0,675.0,Ahmedabad,12510.0,595.8333333333334,255.52560663884188,38653.333333333336,7546.930268757059
J11,JCR54,23.068037,72.579267,1481.0,1159.0,322.0,84.0,813.0,584.0,1.0,840.0,105.0,630.0,105.0,Ahmedabad,5881.0,595.8333333333334,255.52560663884188,38653.333333333336,9460.557735986073
J11,JCR55,23.065389,72.58227600000001,125.0,102.0,23.0,2.0,79.0,44.0,0.0,3870.0,810.0,1800.0,1260.0,Ahmedabad,23985.0,595.8333333333334,135.91787587172442,38653.333333333336,4234.383099281581
J11,JCR55,23.065389,72.58227600000001,125.0,102.0,23.0,2.0,79.0,44.0,1.0,4725.0,473.0,2520.0,1733.0,Ahmedabad,34704.0,595.8333333333334,135.91787587172442,38653.333333333336,1140.0743315597817
J11,JCR56,23.065348999999998,72.58377800000001,366.0,295.0,71.0,24.0,237.0,105.0,0.0,630.0,45.0,585.0,0.0,Ahmedabad,4005.0,595.8333333333334,66.34716843437451,38653.333333333336,10002.112288485941
J11,JCR56,23.065348999999998,72.58377800000001,366.0,295.0,71.0,24.0,237.0,105.0,1.0,893.0,105.0,630.0,158.0,Ahmedabad,6564.0,595.8333333333334,66.34716843437451,38653.333333333336,9263.392619057815
J12,JCR57,23.014219,72.565028,29.0,25.0,4.0,3.0,9.0,17.0,0.0,5895.0,3420.0,1440.0,1035.0,Ahmedabad,56565.0,1308.0,404.4553127355357,24751.0,10060.470148059681
J12,JCR57,23.014219,72.565028,29.0,25.0,4.0,3.0,9.0,17.0,1.0,9449.0,4724.0,3149.0,1574.0,Ahmedabad,67193.0,1308.0,404.4553127355357,24751.0,13421.338845286637
J12,JCR58,23.014554999999998,72.564379,642.0,503.0,139.0,112.0,295.0,236.0,0.0,1755.0,1080.0,450.0,225.0,Ahmedabad,18810.0,1308.0,210.60769216721405,24751.0,1878.709157906034
J12,JCR58,23.014554999999998,72.564379,642.0,503.0,139.0,112.0,295.0,236.0,1.0,2363.0,1103.0,788.0,473.0,Ahmedabad,19003.0,1308.0,210.60769216721405,24751.0,1817.6771990647844
J12,JCR59,23.013552,72.564518,574.0,465.0,109.0,232.0,202.0,141.0,0.0,1440.0,855.0,315.0,270.0,Ahmedabad,14085.0,1308.0,232.11118025635903,24751.0,3372.8853523355933
J12,JCR59,23.013552,72.564518,574.0,465.0,109.0,232.0,202.0,141.0,1.0,2205.0,1365.0,473.0,368.0,Ahmedabad,17532.0,1308.0,232.11118025635903,24751.0,2282.848242875553
J12,JCR60,23.014678,72.565393,3021.0,2233.0,788.0,134.0,979.0,1908.0,0.0,1125.0,630.0,270.0,225.0,Ahmedabad,11205.0,1308.0,541.6981631868434,24751.0,4283.6213184640865
J12,JCR60,23.014678,72.565393,3021.0,2233.0,788.0,134.0,979.0,1908.0,1.0,2888.0,1313.0,1155.0,420.0,Ahmedabad,14696.0,1308.0,541.6981631868434,24751.0,3179.6701872993053
J12,JCR61,23.013814,72.565682,2274.0,2206.0,68.0,102.0,779.0,1392.0,0.0,1575.0,855.0,405.0,315.0,Ahmedabad,12465.0,1308.0,305.47602197226547,24751.0,3885.174333282871
J12,JCR61,23.013814,72.565682,2274.0,2206.0,68.0,102.0,779.0,1392.0,1.0,1995.0,945.0,735.0,315.0,Ahmedabad,15956.0,1308.0,305.47602197226547,24751.0,2781.22320211809
J13,JCR62,23.027109,72.54473,61.0,38.0,23.0,10.0,24.0,27.0,0.0,29520.0,20925.0,7065.0,1530.0,Ahmedabad,83340.0,189.0,40.47715405015526,36942.5,14672.177773766238
J13,JCR62,23.027109,72.54473,61.0,38.0,23.0,10.0,24.0,27.0,1.0,42208.0,29242.0,10604.0,2361.0,Ahmedabad,101371.0,189.0,40.47715405015526,36942.5,20374.080622815844
J13,JCR63,23.027544,72.544105,341.0,247.0,94.0,66.0,215.0,60.0,0.0,7110.0,5265.0,1665.0,180.0,Ahmedabad,20790.0,189.0,48.06662043455937,36942.5,5107.868990586975
